event_datetime,event_count,rolling_mean,rolling_std,z_score,is_anomaly
2023-06-11,685,794.25,53.39542516519026,-2.0460554375587714,True
2023-06-18,711,780.625,59.449708637998064,-1.1711579685606444,False
2023-06-25,698,765.75,63.77807505046591,-1.0622772786163774,False
2023-07-02,711,754.5,64.60428999466127,-0.6733298981165914,False
2023-07-09,715,741.25,59.70104090980567,-0.43969082615590604,False
2023-07-16,658,719.375,52.960733432556324,-1.1588774554672465,False
2023-07-23,773,711.5,34.66575090365545,1.7740853262034753,False
2023-07-30,731,710.25,33.61441017522953,0.6172947819649884,False
2023-08-06,756,719.125,35.32476872839069,1.0438851074589877,False
2023-08-13,768,726.25,39.0082408875722,1.0702866637931707,False
2023-08-20,719,728.875,37.5135689736775,-0.2632380834499934,False
2023-08-27,712,729.0,37.44710555284235,-0.453973671636943,False
2023-09-03,768,735.625,39.26080379062197,0.8246137845943249,False
2023-09-10,794,752.625,28.93311251835867,1.4300224344597108,False
2023-09-17,840,761.0,42.28812734427617,1.8681366369535608,False
2023-09-24,798,769.375,42.13223231683794,0.6794085768999275,False
2023-10-01,775,771.75,41.80481858760854,0.07774223426395492,False
2023-10-08,862,783.5,52.454061534151705,1.4965476019219284,False
2023-10-15,874,802.875,53.83423631853621,1.3211852691501862,False
2023-10-22,917,828.5,53.184315625675126,1.6640244207124095,False
2023-10-29,947,850.875,61.15188935289387,1.5719056437534438,False
2023-11-05,887,862.5,57.5276331116497,0.425882287777256,False
2023-11-12,821,860.125,58.963517776430464,-0.6635458920268062,False
2023-11-19,676,844.875,86.61810681705894,-1.949650092868816,False
2023-11-26,925,863.625,85.56023358680464,0.7173309074446641,False
2023-12-03,921,871.0,87.91066894459236,0.5687591802027306,False
2023-12-10,994,886.0,98.13838625707506,1.1004868137641095,False
2023-12-17,1039,901.25,112.12588588597322,1.228529869900741,False
2023-12-24,1008,908.875,117.62098634415302,0.8427492667844605,False
2023-12-31,1048,929.0,126.76186898500444,0.9387681086816206,False
2024-01-07,1756,1045.875,310.6368745933793,2.2860293097190953,True
2024-01-14,2001,1211.5,419.4332911373222,1.8823017072851238,False
2024-01-21,1875,1330.25,459.31742836517753,1.1859989766530257,False
2024-01-28,1711,1429.0,443.40887290561585,0.6359818606066249,False
2024-02-04,1378,1477.0,409.0448805274481,-0.24202723151636368,False
2024-02-11,1038,1476.875,409.1979742653391,-1.072524859850399,False
2024-02-18,833,1455.0,441.2650644939582,-1.4095836041616125,False
2024-02-25,714,1413.25,497.4924981487517,-1.4055488325995265,False
2024-03-03,780,1291.25,520.5693997921891,-0.9820976803555695,False
2024-03-10,1041,1171.25,437.6279404765129,-0.2976272489781543,False
2024-03-17,1050,1068.125,332.7347452766028,-0.054472820339014086,False
2024-03-24,1111,993.125,213.31963776723154,0.5525745366613735,False
2024-03-31,1188,969.375,170.65917371014248,1.2810621031795542,False
2024-04-07,1217,991.75,191.41409860001733,1.176768073237316,False
2024-04-14,1189,1036.25,190.61535689895058,0.8013520132114862,False
2024-04-21,1209,1098.125,146.24288749493823,0.7581565291771035,False
2024-04-28,1247,1156.5,78.74733555583244,1.1492452330128025,False
2024-05-05,1148,1169.875,64.04114191004773,-0.34157729465108,False
2024-05-12,1214,1190.375,42.96821915256521,0.5498249745030352,False
2024-05-19,1206,1202.25,28.63439490243482,0.13096138447406594,False
2024-05-26,1205,1204.375,28.050655709168364,0.022281119075434612,False
2024-06-02,1143,1195.125,34.704620935629436,-1.5019613698326255,False
2024-06-09,1013,1173.125,73.37854396406165,-2.1821773961394473,True
2024-06-16,1020,1149.5,88.9510298663581,-1.4558572305971447,False
2024-06-23,1037,1123.25,87.03324487967647,-0.9910006241780447,False
2024-06-30,1074,1114.0,87.95453370918419,-0.45478042248802475,False
2024-07-07,1049,1093.375,80.15509519496753,-0.5536142136948775,False
2024-07-14,1109,1081.25,66.93013414854984,0.4146114504777405,False
2024-07-21,1104,1068.625,46.730037754868654,0.7570077342022774,False
2024-07-28,1079,1060.625,36.54718085668784,0.5027747577043968,False
2024-08-04,1106,1072.25,33.93165399530599,0.9946464738992351,False
2024-08-11,1071,1078.625,26.741821179568568,-0.2851339087491055,False
2024-08-18,1083,1084.375,20.797922286338917,-0.066112373201008,False
2024-08-25,1118,1089.875,23.32648709085921,1.205710910967865,False
2024-09-01,1055,1090.625,21.87586732974473,-1.6285068593170935,False
2024-09-08,1186,1100.25,40.297997114355354,2.127897318486166,True
2024-09-15,1133,1103.875,41.953843685650796,0.6942152957003421,False
2024-09-22,1156,1113.5,44.20407221060094,0.961449881755639,False
2024-09-29,1246,1131.0,64.06246951218803,1.7951228055315755,False
2024-10-06,1267,1155.5,74.4714710476436,1.4972176382640159,False
2024-10-13,1258,1177.375,75.82298464186185,1.0633319221185993,False
2024-10-20,1299,1200.0,82.30257763712083,1.202878486218251,False
2024-10-27,1276,1227.625,61.01741554671104,0.7928064400395193,False
2024-11-03,1151,1223.25,65.51717332119888,-1.102764303426116,False
2024-11-10,1024,1209.625,92.67290789191236,-2.003012576410151,True
2024-11-17,1310,1228.875,95.88153032332595,0.8460962160953746,False
2024-11-24,1318,1237.875,100.9631297624464,0.7936065392240127,False
2024-12-01,1384,1252.5,113.48253484252865,1.1587686174130043,False
2024-12-08,1449,1276.375,133.18616133603592,1.296118142217927,False
2024-12-15,1399,1288.875,140.1248805275393,0.7859061116441538,False
2024-12-22,1440,1309.375,149.64523523511014,0.8728978226053965,False
2024-12-29,1533,1357.125,152.802802423815,1.1509932881478953,False
2025-01-05,2116,1493.625,261.67096978566695,2.378464070774773,True
2025-01-12,2960,1699.875,567.6426032284751,2.219926751151203,True
2025-01-19,2642,1865.375,629.9859267135599,1.2327656334347188,False
2025-01-26,2452,1998.875,626.5557636794988,0.7231997952408693,False
2025-02-02,2147,2086.125,586.3547043264122,0.10381941093136021,False
2025-02-09,1662,2119.0,548.4755496568908,-0.8332185459969635,False
2025-02-16,1378,2111.25,559.7623858133276,-1.3099308181177576,False
2025-02-23,983,2042.5,664.8415493290755,-1.593612795513749,False
2025-03-02,1108,1916.5,740.1717947303082,-1.0923139813704845,False
2025-03-09,1453,1728.125,618.4125847684535,-0.4448890704625821,False
2025-03-16,1580,1595.375,496.1036578031993,-0.03099150703319174,False
2025-03-23,1626,1492.125,359.4994287696628,0.37239280312118633,False
2025-03-30,1581,1421.375,251.75721723233866,0.6340433921013958,False
2025-04-06,1654,1420.375,250.6784722080677,0.9319707350301983,False
2025-04-13,1575,1445.0,255.54982740302103,0.5087070545932334,False
2025-04-20,1768,1543.125,196.75832710641217,1.1428995321676099,False
2025-04-27,1806,1630.375,113.304819592358,1.5500223258979997,False
2025-05-04,1722,1664.0,90.83265617921283,0.6385368703252055,False
2025-05-11,1666,1674.75,84.32716898231018,-0.10376252524065571,False
2025-05-18,1695,1683.375,82.12870996186213,0.14154611713003,False
2025-05-25,1709,1699.375,71.05719527253859,0.13545426276795033,False
2025-06-01,1706,1705.875,68.65116272035621,0.0018207994598602104,False
2025-06-08,1516,1698.5,85.75713214820908,-2.1281028811060967,True
2025-06-15,1384,1650.5,134.7632845293647,-1.9775415902832947,False
2025-06-22,1446,1605.5,135.52437840793357,-1.1769100280976674,False
2025-06-29,1557,1584.875,127.58463577450814,-0.21848242016590466,False
2025-07-06,1512,1565.625,125.19121089642792,-0.42834476650572983,False
2025-07-13,1581,1551.375,114.38273783349179,0.2589988713430294,False
2025-07-20,1549,1531.375,95.27694594481405,0.18498703778990447,False
2025-07-27,1543,1511.0,65.31681034990373,0.4899198204654395,False
2025-08-03,1586,1519.75,70.56051101207599,0.9389104337504263,False
2025-08-10,1581,1544.375,46.78808609036702,0.7827847441603419,False
2025-08-17,1531,1555.0,26.516841009865004,-0.9050851868467791,False
2025-08-24,1601,1560.5,31.14940953349386,1.3001851594153584,False
2025-08-31,1597,1571.125,26.373349643687305,0.9811040444077004,False
2025-09-07,1655,1580.375,39.8602469349338,1.8721660235024318,False
2025-09-14,1741,1604.375,66.90064595032737,2.0422074863289335,True
2025-09-21,1762,1631.75,81.4278822025947,1.5995749425968686,False
2025-09-28,1554,1627.75,84.71591181286637,-0.8705566454022289,False
2025-10-05,3928,1921.125,815.094286833475,2.4621384696443194,True
